"theta","learner","rep","resid_D_coef","resid_D_pval","var_ratio","theta_hat","theta_bias"
1.5,"gam",1,-0.158741010585705,0.0903471738655522,0.864914426170232,1.34006215552612,-0.159937844473877
1.5,"gam",2,-0.0829532290579579,0.359201347486297,0.919194888060524,1.47052103729286,-0.0294789627071406
1.5,"gam",3,0.108534058402882,0.222485201067323,1.02103101390259,1.57379234989795,0.0737923498979463
1.5,"gam",4,0.0240838164415266,0.793965515297105,1.07858277581399,1.30052476865251,-0.199475231347489
1.5,"gam",5,0.176055562426118,0.0633293346450491,0.955142490452968,1.78158028836551,0.281580288365512
1.5,"gam",6,0.0564414430011344,0.533538933396386,0.896114439952266,1.66807753745804,0.168077537458036
1.5,"gam",7,-0.0142861399688613,0.877120481728974,0.920867513968156,1.6100902138908,0.110090213890796
1.5,"gam",8,0.0321361865310839,0.730631193341853,0.999808739340978,1.91338021708194,0.413380217081938
1.5,"gam",9,0.0355672918323402,0.705537897884803,1.12867413381817,1.62794298016845,0.127942980168453
1.5,"gam",10,0.0508528491053981,0.57600691949347,1.11086478701706,1.63197758899454,0.131977588994536
1.5,"gam",11,-0.0756700818976425,0.429105005832828,0.927718360081557,1.26091581688129,-0.239084183118705
1.5,"gam",12,0.097677637961529,0.289772299955104,0.857329167404932,1.59455806646421,0.0945580664642134
1.5,"gam",13,-0.0430909834322662,0.643367986197597,0.967794190813095,1.76979802751437,0.269798027514373
1.5,"gam",14,0.0676305815905862,0.461442136851237,1.0514011625926,1.60392293128679,0.103922931286786
1.5,"gam",15,-0.0639672659378346,0.477571346483423,0.868865919643417,1.70530460400043,0.205304604000435
1.5,"gam",16,0.0427154415258347,0.642797410708089,0.98150863780683,1.45535073418569,-0.0446492658143112
1.5,"gam",17,-0.00848721007040064,0.925473305173696,1.14464889040218,1.36588030768909,-0.13411969231091
1.5,"gam",18,-0.035893507604031,0.692231222000482,0.920271906025093,1.47365437073741,-0.026345629262593
1.5,"gam",19,-0.00220835633696358,0.98117842144872,0.949621972829313,1.65264216561402,0.152642165614021
1.5,"gam",20,-0.14983131504919,0.103362651269851,0.848531836059798,1.47479788181669,-0.025202118183308
1.5,"gam",21,-0.0275237252396437,0.761708596451471,0.942789465883302,1.40020805903938,-0.0997919409606172
1.5,"gam",22,-0.031696425338794,0.72502531756006,1.0678492031535,1.40597391065324,-0.0940260893467588
1.5,"gam",23,0.0626460331388526,0.482488321550411,1.01929168161452,1.72903332756089,0.229033327560893
1.5,"gam",24,-0.0391545091052467,0.668697400044993,1.04426698075492,1.45152034694654,-0.0484796530534566
1.5,"gam",25,-0.00549031954408493,0.951489880120815,0.96792020233311,1.5260200979148,0.0260200979147951
1.5,"gam",26,0.19668848224179,0.035676191315637,0.923863752052264,1.61144201209262,0.111442012092624
1.5,"gam",27,-0.162194366360816,0.0821662671376006,1.00373180401672,1.29033985068441,-0.209660149315585
1.5,"gam",28,0.110375282129196,0.224033113436877,1.02650280666134,1.47137950369818,-0.028620496301822
1.5,"gam",29,-0.0530807245866281,0.563328679646537,1.13054439792669,1.37583396046782,-0.124166039532178
1.5,"gam",30,0.00655200275364449,0.941988400272319,1.05073854813474,1.43243038029246,-0.067569619707541
1.5,"gam",31,-0.115300032162287,0.217978188378172,0.917335809234903,1.45270610033058,-0.0472938996694203
1.5,"gam",32,0.0526963859506243,0.568471265354823,1.02136171293434,1.76245802578087,0.262458025780869
1.5,"gam",33,-0.0459699142349199,0.610407069440359,1.14877059857236,1.2614002188149,-0.238599781185098
1.5,"gam",34,0.0266654974945098,0.772511697584038,1.02028028723346,1.54730335049252,0.047303350492524
1.5,"gam",35,-0.0337395593425393,0.713992165613797,1.08925617591976,1.54122751839545,0.0412275183954498
1.5,"gam",36,-0.114873985797852,0.22092245009237,1.16675966312187,1.28146935500714,-0.218530644992864
1.5,"gam",37,0.131170441033187,0.145516053263147,1.00531133156454,1.76815224208405,0.268152242084047
1.5,"gam",38,-6.88728538514821e-05,0.999427751326576,0.961048351804665,1.56302998165074,0.0630299816507442
1.5,"gam",39,-0.0418718665825069,0.648571174707325,1.02450382774701,1.48848469517664,-0.0115153048233552
1.5,"gam",40,0.0723323143227834,0.428578496300383,1.08947151641435,1.50835067983835,0.00835067983834947
1.5,"gam",41,0.136334922968499,0.14483778445271,0.946755575793222,1.47811990686062,-0.021880093139381
1.5,"gam",42,-0.032283652613983,0.731304780985632,0.936681452053235,1.37850253039777,-0.121497469602226
1.5,"gam",43,0.0911395224144469,0.305413719632765,1.02429110183737,1.68385834504444,0.183858345044445
1.5,"gam",44,0.00585722163860015,0.948024802742255,1.12931637149853,1.63780591394026,0.137805913940256
1.5,"gam",45,0.04037699827152,0.666167753990973,1.06631485452913,1.67314553948376,0.17314553948376
1.5,"gam",46,-0.052097008054565,0.565593168319612,1.06199489901156,1.37485870775837,-0.125141292241631
1.5,"gam",47,0.112542824189347,0.227193391086611,0.968505680917607,1.76597535004322,0.26597535004322
1.5,"gam",48,-0.0372771313344544,0.682505587054488,0.779840418608068,1.55094356803213,0.0509435680321286
1.5,"gam",49,0.0213404774763248,0.818510154767214,0.953016717599163,1.58866505354675,0.0886650535467486
1.5,"gam",50,0.0985926114686416,0.283965675547463,1.20478196947202,1.66824199064391,0.168241990643907
1.5,"gam",51,-0.0645695815211623,0.485683152230851,1.04489293268003,1.37862703117139,-0.121372968828606
1.5,"gam",52,-0.0336588403265178,0.710991147602196,0.919620086540015,1.85154755522332,0.351547555223319
1.5,"gam",53,-0.0886717938341354,0.334318710620181,0.981990763973927,1.5949031478329,0.0949031478328974
1.5,"gam",54,0.0888960398827014,0.336507557421312,1.15901222764169,1.67210608030581,0.172106080305805
1.5,"gam",55,-0.160698177610339,0.0749508876220745,0.93484614197053,1.41349196973918,-0.0865080302608221
1.5,"gam",56,-0.0942531186273237,0.308354046398967,1.10570149690071,1.36462693577067,-0.13537306422933
1.5,"gam",57,0.045461241777163,0.610206128366868,1.04021544438924,1.41379408869419,-0.08620591130581
1.5,"gam",58,0.0869471451115668,0.338103663793377,1.05830175351826,1.48407141179458,-0.015928588205423
1.5,"gam",59,-0.0868392515380356,0.348495849550176,0.946284320578537,1.32347400737203,-0.176525992627966
